01M234,"Convulsions hyperthermiques, niveau 4"
01M24T,"Epilepsie, âge inférieur à 18 ans, très courte durée"
01M241,"Epilepsie, âge inférieur à 18 ans, niveau 1"
01M242,"Epilepsie, âge inférieur à 18 ans, niveau 2"
01M243,"Epilepsie, âge inférieur à 18 ans, niveau 3"
01M244,"Epilepsie, âge inférieur à 18 ans, niveau 4"
01M25T,"Epilepsie, âge supérieur à 17 ans, très courte durée"
01M251,"Epilepsie, âge supérieur à 17 ans, niveau 1"
01M252,"Epilepsie, âge supérieur à 17 ans, niveau 2"
01M253,"Epilepsie, âge supérieur à 17 ans, niveau 3"
01M254,"Epilepsie, âge supérieur à 17 ans, niveau 4"
01M26T,"Tumeurs malignes du système nerveux, très courte durée"
01M261,"Tumeurs malignes du système nerveux, niveau 1"
01M262,"Tumeurs malignes du système nerveux, niveau 2"
01M263,"Tumeurs malignes du système nerveux, niveau 3"
01M264,"Tumeurs malignes du système nerveux, niveau 4"
01M27T,"Autres tumeurs du système nerveux, très courte durée"
01M271,"Autres tumeurs du système nerveux, niveau 1"
01M272,"Autres tumeurs du système nerveux, niveau 2"
01M273,"Autres tumeurs du système nerveux, niveau 3"
01M274,"Autres tumeurs du système nerveux, niveau 4"
01M28T,"Hydrocéphalies, très courte durée"
01M281,"Hydrocéphalies, niveau 1"
01M282,"Hydrocéphalies, niveau 2"
01M283,"Hydrocéphalies, niveau 3"
01M284,"Hydrocéphalies, niveau 4"
01M291,"Anévrysmes cérébraux, niveau 1"
01M292,"Anévrysmes cérébraux, niveau 2"
01M293,"Anévrysmes cérébraux, niveau 3"
01M294,"Anévrysmes cérébraux, niveau 4"
01M30T,Transferts et autres séjours courts pour accidents vasculaires intracérébraux non transitoires
01M301,"Accidents vasculaires intracérébraux non transitoires, niveau 1"
01M302,"Accidents vasculaires intracérébraux non transitoires, niveau 2"
01M303,"Accidents vasculaires intracérébraux non transitoires, niveau 3"
01M304,"Accidents vasculaires intracérébraux non transitoires, niveau 4"
01M31T,Transferts et autres séjours courts pour autres accidents vasculaires cérébraux non transitoires
01M311,"Autres accidents vasculaires cérébraux non transitoires, niveau 1"
01M312,"Autres accidents vasculaires cérébraux non transitoires, niveau 2"
01M313,"Autres accidents vasculaires cérébraux non transitoires, niveau 3"
01M314,"Autres accidents vasculaires cérébraux non transitoires, niveau 4"
01M32Z,Explorations et surveillance pour affections du système nerveux
01M331,"Troubles du sommeil, niveau 1"
01M332,"Troubles du sommeil, niveau 2"
01M333,"Troubles du sommeil, niveau 3"
01M334,"Troubles du sommeil, niveau 4"
01M34T,"Anomalies de la démarche d'origine neurologique, très courte durée"
01M34Z,Anomalies de la démarche d'origine neurologique
01M35T,"Symptômes et autres recours aux soins de la CMD 01, très courte durée"
01M35Z,Symptômes et autres recours aux soins de la CMD 01
01M36E,Accidents vasculaires cérébraux non transitoires avec décès : séjours de moins de 2 jours
01M37E,Autres affections de la CMD 01 avec décès : séjours de moins de 2 jours
01M381,"Autres affections neurologiques concernant majoritairement la petite enfance, niveau 1"
01M382,"Autres affections neurologiques concernant majoritairement la petite enfance, niveau 2"
01M383,"Autres affections neurologiques concernant majoritairement la petite enfance, niveau 3"
01M384,"Autres affections neurologiques concernant majoritairement la petite enfance, niveau 4"
01M391,"Troubles de la régulation thermique du nouveau-né et du nourrisson, niveau 1"
01M392,"Troubles de la régulation thermique du nouveau-né et du nourrisson, niveau 2"
01M393,"Troubles de la régulation thermique du nouveau-né et du nourrisson, niveau 3"
01M394,"Troubles de la régulation thermique du nouveau-né et du nourrisson, niveau 4"
02C02J,"Interventions sur la rétine, en ambulatoire"
02C021,"Interventions sur la rétine, niveau 1"
02C022,"Interventions sur la rétine, niveau 2"
02C023,"Interventions sur la rétine, niveau 3"
02C024,"Interventions sur la rétine, niveau 4"
02C03J,"Interventions sur l'orbite, en ambulatoire"
02C031,"Interventions sur l'orbite, niveau 1"
02C032,"Interventions sur l'orbite, niveau 2"
02C033,"Interventions sur l'orbite, niveau 3"
02C034,"Interventions sur l'orbite, niveau 4"
02C05J,"Interventions sur le cristallin avec ou sans vitrectomie, en ambulatoire"
02C051,"Interventions sur le cristallin avec ou sans vitrectomie, niveau 1"
02C052,"Interventions sur le cristallin avec ou sans vitrectomie, niveau 2"
02C053,"Interventions sur le cristallin avec ou sans vitrectomie, niveau 3"
02C054,"Interventions sur le cristallin avec ou sans vitrectomie, niveau 4"
02C06J,"Interventions primaires sur l'iris, en ambulatoire"
02C061,"Interventions primaires sur l'iris, niveau 1"
02C062,"Interventions primaires sur l'iris, niveau 2"
02C063,"Interventions primaires sur l'iris, niveau 3"
02C064,"Interventions primaires sur l'iris, niveau 4"
02C07J,"Autres interventions extraoculaires, âge inférieur à 18 ans, en ambulatoire"
02C071,"Autres interventions extraoculaires, âge inférieur à 18 ans, niveau 1"
02C072,"Autres interventions extraoculaires, âge inférieur à 18 ans, niveau 2"
02C073,"Autres interventions extraoculaires, âge inférieur à 18 ans, niveau 3"
02C074,"Autres interventions extraoculaires, âge inférieur à 18 ans, niveau 4"
02C08J,"Autres interventions extraoculaires, âge supérieur à 17 ans, en ambulatoire"
02C081,"Autres interventions extraoculaires, âge supérieur à 17 ans, niveau 1"
02C082,"Autres interventions extraoculaires, âge supérieur à 17 ans, niveau 2"
02C083,"Autres interventions extraoculaires, âge supérieur à 17 ans, niveau 3"
02C084,"Autres interventions extraoculaires, âge supérieur à 17 ans, niveau 4"
02C09J,"Allogreffes de cornée, en ambulatoire"
02C091,"Allogreffes de cornée, niveau 1"
02C092,"Allogreffes de cornée, niveau 2"
02C093,"Allogreffes de cornée, niveau 3"
02C094,"Allogreffes de cornée, niveau 4"
02C10J,"Autres interventions intraoculaires pour affections sévères, en ambulatoire"
02C101,"Autres interventions intraoculaires pour affections sévères, niveau 1"
02C102,"Autres interventions intraoculaires pour affections sévères, niveau 2"
02C103,"Autres interventions intraoculaires pour affections sévères, niveau 3"
02C104,"Autres interventions intraoculaires pour affections sévères, niveau 4"
02C11J,"Autres interventions intraoculaires en dehors des affections sévères, en ambulatoire"
02C111,"Autres interventions intraoculaires en dehors des affections sévères, niveau 1"
02C112,"Autres interventions intraoculaires en dehors des affections sévères, niveau 2"
02C113,"Autres interventions intraoculaires en dehors des affections sévères, niveau 3"
02C114,"Autres interventions intraoculaires en dehors des affections sévères, niveau 4"
02C12J,"Interventions sur le cristallin avec trabéculectomie, en ambulatoire"
02C121,"Interventions sur le cristallin avec trabéculectomie, niveau 1"
02C122,"Interventions sur le cristallin avec trabéculectomie, niveau 2"
02C123,"Interventions sur le cristallin avec trabéculectomie, niveau 3"
02C124,"Interventions sur le cristallin avec trabéculectomie, niveau 4"
02C13J,"Interventions sur les muscles oculomoteurs, âge inférieur à 18 ans, en ambulatoire"
02C131,"Interventions sur les muscles oculomoteurs, âge inférieur à 18 ans, niveau 1"
02C132,"Interventions sur les muscles oculomoteurs, âge inférieur à 18 ans, niveau 2"
02C133,"Interventions sur les muscles oculomoteurs, âge inférieur à 18 ans, niveau 3"
02C134,"Interventions sur les muscles oculomoteurs, âge inférieur à 18 ans, niveau 4"
02M021,"Hyphéma, niveau 1"
02M022,"Hyphéma, niveau 2"
02M023,"Hyphéma, niveau 3"
02M024,"Hyphéma, niveau 4"
02M031,"Infections oculaires aiguës sévères, niveau 1"
02M032,"Infections oculaires aiguës sévères, niveau 2"
02M033,"Infections oculaires aiguës sévères, niveau 3"
02M034,"Infections oculaires aiguës sévères, niveau 4"
02M04T,"Affections oculaires d'origine neurologique, très courte durée"
02M041,"Affections oculaires d'origine neurologique, niveau 1"
02M042,"Affections oculaires d'origine neurologique, niveau 2"
02M043,"Affections oculaires d'origine neurologique, niveau 3"
02M044,"Affections oculaires d'origine neurologique, niveau 4"
02M05T,"Autres affections oculaires, âge inférieur à 18 ans, très courte durée"
02M051,"Autres affections oculaires, âge inférieur à 18 ans, niveau 1"
02M052,"Autres affections oculaires, âge inférieur à 18 ans, niveau 2"
02M053,"Autres affections oculaires, âge inférieur à 18 ans, niveau 3"
02M054,"Autres affections oculaires, âge inférieur à 18 ans, niveau 4"
02M07T,"Autres affections oculaires d'origine diabétique, âge supérieur à 17 ans, très courte durée"
02M071,"Autres affections oculaires d'origine diabétique, âge supérieur à 17 ans, niveau 1"
02M072,"Autres affections oculaires d'origine diabétique, âge supérieur à 17 ans, niveau 2"
02M073,"Autres affections oculaires d'origine diabétique, âge supérieur à 17 ans, niveau 3"
02M074,"Autres affections oculaires d'origine diabétique, âge supérieur à 17 ans, niveau 4"
02M08T,"Autres affections oculaires d'origine non diabétique, âge supérieur à 17 ans, très courte durée"
02M081,"Autres affections oculaires d'origine non diabétique, âge supérieur à 17 ans, niveau 1"
02M082,"Autres affections oculaires d'origine non diabétique, âge supérieur à 17 ans, niveau 2"
02M083,"Autres affections oculaires d'origine non diabétique, âge supérieur à 17 ans, niveau 3"
02M084,"Autres affections oculaires d'origine non diabétique, âge supérieur à 17 ans, niveau 4"
02M09Z,Explorations et surveillance pour affections de l'oeil
02M10T,"Symptômes et autres recours aux soins de la CMD 02, très courte durée"
02M10Z,Symptômes et autres recours aux soins de la CMD 02
03C05T,"Réparations de fissures labiale et palatine, très courte durée"
03C051,"Réparations de fissures labiale et palatine, niveau 1"
03C052,"Réparations de fissures labiale et palatine, niveau 2"
03C053,"Réparations de fissures labiale et palatine, niveau 3"
03C054,"Réparations de fissures labiale et palatine, niveau 4"
03C06J,"Interventions sur les sinus et l'apophyse mastoïde, âge inférieur à 18 ans, en ambulatoire"
03C061,"Interventions sur les sinus et l'apophyse mastoïde, âge inférieur à 18 ans, niveau 1"
03C062,"Interventions sur les sinus et l'apophyse mastoïde, âge inférieur à 18 ans, niveau 2"
03C063,"Interventions sur les sinus et l'apophyse mastoïde, âge inférieur à 18 ans, niveau 3"
03C064,"Interventions sur les sinus et l'apophyse mastoïde, âge inférieur à 18 ans, niveau 4"
03C07J,"Interventions sur les sinus et l'apophyse mastoïde, âge supérieur à 17 ans, en ambulatoire"
03C071,"Interventions sur les sinus et l'apophyse mastoïde, âge supérieur à 17 ans, niveau 1"
03C072,"Interventions sur les sinus et l'apophyse mastoïde, âge supérieur à 17 ans, niveau 2"
03C073,"Interventions sur les sinus et l'apophyse mastoïde, âge supérieur à 17 ans, niveau 3"
03C074,"Interventions sur les sinus et l'apophyse mastoïde, âge supérieur à 17 ans, niveau 4"
03C09J,"Rhinoplasties, en ambulatoire"
03C091,"Rhinoplasties, niveau 1"
03C092,"Rhinoplasties, niveau 2"
03C093,"Rhinoplasties, niveau 3"
03C094,"Rhinoplasties, niveau 4"
03C101,"Amygdalectomies et/ou adénoïdectomies isolées, âge inférieur à 18 ans, niveau 1"
03C102,"Amygdalectomies et/ou adénoïdectomies isolées, âge inférieur à 18 ans, niveau 2"
03C103,"Amygdalectomies et/ou adénoïdectomies isolées, âge inférieur à 18 ans, niveau 3"
03C104,"Amygdalectomies et/ou adénoïdectomies isolées, âge inférieur à 18 ans, niveau 4"
03C111,"Amygdalectomies et/ou adénoïdectomies isolées, âge supérieur à 17 ans, niveau 1"
03C112,"Amygdalectomies et/ou adénoïdectomies isolées, âge supérieur à 17 ans, niveau 2"
03C113,"Amygdalectomies et/ou adénoïdectomies isolées, âge supérieur à 17 ans, niveau 3"
03C114,"Amygdalectomies et/ou adénoïdectomies isolées, âge supérieur à 17 ans, niveau 4"
03C121,"Interventions sur les amygdales et les végétations adénoïdes autres que les amygdalectomies et/ou les adénoïdectomies isolées, âge inférieur à 18 ans, niveau 1"
03C122,"Interventions sur les amygdales et les végétations adénoïdes autres que les amygdalectomies et/ou les adénoïdectomies isolées, âge inférieur à 18 ans, niveau 2"
03C123,"Interventions sur les amygdales et les végétations adénoïdes autres que les amygdalectomies et/ou les adénoïdectomies isolées, âge inférieur à 18 ans, niveau 3"
03C124,"Interventions sur les amygdales et les végétations adénoïdes autres que les amygdalectomies et/ou les adénoïdectomies isolées, âge inférieur à 18 ans, niveau 4"
03C131,"Interventions sur les amygdales et les végétations adénoïdes autres que les amygdalectomies et/ou les adénoïdectomies isolées, âge supérieur à 17 ans, niveau 1"
03C132,"Interventions sur les amygdales et les végétations adénoïdes autres que les amygdalectomies et/ou les adénoïdectomies isolées, âge supérieur à 17 ans, niveau 2"
03C133,"Interventions sur les amygdales et les végétations adénoïdes autres que les amygdalectomies et/ou les adénoïdectomies isolées, âge supérieur à 17 ans, niveau 3"
03C134,"Interventions sur les amygdales et les végétations adénoïdes autres que les amygdalectomies et/ou les adénoïdectomies isolées, âge supérieur à 17 ans, niveau 4"
03C14J,"Drains transtympaniques, âge inférieur à 18 ans, en ambulatoire"
03C141,"Drains transtympaniques, âge inférieur à 18 ans, niveau 1"
03C142,"Drains transtympaniques, âge inférieur à 18 ans, niveau 2"
03C143,"Drains transtympaniques, âge inférieur à 18 ans, niveau 3"
03C144,"Drains transtympaniques, âge inférieur à 18 ans, niveau 4"
03C15J,"Drains transtympaniques, âge supérieur à 17 ans, en ambulatoire"
03C151,"Drains transtympaniques, âge supérieur à 17 ans, niveau 1"
03C152,"Drains transtympaniques, âge supérieur à 17 ans, niveau 2"
03C153,"Drains transtympaniques, âge supérieur à 17 ans, niveau 3"
03C154,"Drains transtympaniques, âge supérieur à 17 ans, niveau 4"
03C16J,"Autres interventions chirurgicales portant sur les oreilles, le nez, la gorge ou le cou, en ambulatoire"
03C161,"Autres interventions chirurgicales portant sur les oreilles, le nez, la gorge ou le cou, niveau 1"
03C162,"Autres interventions chirurgicales portant sur les oreilles, le nez, la gorge ou le cou, niveau 2"
03C163,"Autres interventions chirurgicales portant sur les oreilles, le nez, la gorge ou le cou, niveau 3"
03C164,"Autres interventions chirurgicales portant sur les oreilles, le nez, la gorge ou le cou, niveau 4"
03C17J,"Interventions sur la bouche, en ambulatoire"
03C171,"Interventions sur la bouche, niveau 1"
03C172,"Interventions sur la bouche, niveau 2"
03C173,"Interventions sur la bouche, niveau 3"
03C174,"Interventions sur la bouche, niveau 4"
03C181,"Pose d'implants cochléaires, niveau 1"
03C182,"Pose d'implants cochléaires, niveau 2"
03C183,"Pose d'implants cochléaires, niveau 3"
03C184,"Pose d'implants cochléaires, niveau 4"
03C19J,"Ostéotomies de la face, en ambulatoire"
03C191,"Ostéotomies de la face, niveau 1"
03C192,"Ostéotomies de la face, niveau 2"
03C193,"Ostéotomies de la face, niveau 3"
03C194,"Ostéotomies de la face, niveau 4"
03C16V,et 03C16W.
03C20J,"Interventions de reconstruction de l'oreille moyenne, en ambulatoire"
03C201,"Interventions de reconstruction de l'oreille moyenne, niveau 1"
03C202,"Interventions de reconstruction de l'oreille moyenne, niveau 2"
03C203,"Interventions de reconstruction de l'oreille moyenne, niveau 3"
03C204,"Interventions de reconstruction de l'oreille moyenne, niveau 4"
03C21J,"Interventions pour oreilles décollées, en ambulatoire"
03C211,"Interventions pour oreilles décollées, niveau 1"
03C212,"Interventions pour oreilles décollées, niveau 2"
03C213,"Interventions pour oreilles décollées, niveau 3"
03C214,"Interventions pour oreilles décollées, niveau 4"
03C24J,"Interventions sur les glandes salivaires, en ambulatoire"
03C241,"Interventions sur les glandes salivaires, niveau 1"
03C242,"Interventions sur les glandes salivaires, niveau 2"
03C243,"Interventions sur les glandes salivaires, niveau 3"
03C244,"Interventions sur les glandes salivaires, niveau 4"
03C251,"Interventions majeures sur la tête et le cou, niveau 1"
03C252,"Interventions majeures sur la tête et le cou, niveau 2"
03C253,"Interventions majeures sur la tête et le cou, niveau 3"
03C254,"Interventions majeures sur la tête et le cou, niveau 4"
03C261,"Autres interventions sur la tête et le cou, niveau 1"
03C262,"Autres interventions sur la tête et le cou, niveau 2"
03C263,"Autres interventions sur la tête et le cou, niveau 3"
03C264,"Autres interventions sur la tête et le cou, niveau 4"
03C27J,"Interventions sur les amygdales, en ambulatoire"
03C28J,"Interventions sur les végétations adénoïdes, en ambulatoire"
03C29J,"Autres interventions sur l'oreille, le nez ou la gorge pour tumeurs malignes, en ambulatoire"
03C291,"Autres interventions sur l'oreille, le nez ou la gorge pour tumeurs malignes, niveau 1"
03C292,"Autres interventions sur l'oreille, le nez ou la gorge pour tumeurs malignes, niveau 2"
03C293,"Autres interventions sur l'oreille, le nez ou la gorge pour tumeurs malignes, niveau 3"
03C294,"Autres interventions sur l'oreille, le nez ou la gorge pour tumeurs malignes, niveau 4"
03C30J,"Interventions sur l'oreille externe, en ambulatoire"
03C301,"Interventions sur l'oreille externe, niveau 1"
03C302,"Interventions sur l'oreille externe, niveau 2"
03C303,"Interventions sur l'oreille externe, niveau 3"
03C304,"Interventions sur l'oreille externe, niveau 4"
03K02J,"Affections de la bouche et des dents avec certaines extractions, réparations et prothèses dentaires, en ambulatoire"
03K021,"Affections de la bouche et des dents avec certaines extractions, réparations et prothèses dentaires, niveau 1"
03K022,"Affections de la bouche et des dents avec certaines extractions, réparations et prothèses dentaires, niveau 2"
03K023,"Affections de la bouche et des dents avec certaines extractions, réparations et prothèses dentaires, niveau 3"
03K024,"Affections de la bouche et des dents avec certaines extractions, réparations et prothèses dentaires, niveau 4"
03K03J,"Séjours comprenant une endoscopie oto-rhino-laryngologique, en ambulatoire"
24K34Z,
03K04J,"Séjours comprenant certains actes non opératoires de la CMD 03, en ambulatoire"
03M02T,"Traumatismes et déformations du nez, très courte durée"
03M021,"Traumatismes et déformations du nez, niveau 1"
03M022,"Traumatismes et déformations du nez, niveau 2"
03M023,"Traumatismes et déformations du nez, niveau 3"
03M024,"Traumatismes et déformations du nez, niveau 4"
03M03T,"Otites moyennes et autres infections des voies aériennes supérieures, âge inférieur à 18 ans, très courte durée"
